eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
2.00E+11,2001,1,13,,0,,217,United States,1,North America,New York,Miller Place,40.960042,-72.995514,1,0,,"01/13/2001: The Earth Liberation Front (ELF) attacked Melo’s Construction Corporation on Long Island, New York U.S.A. The group set equipment on fire causing $8,000 in damages. There were no injuries or fatalities.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,12,Construction,Melo's Construction Company,Melo's Construction Company offices in Long Island,217,United States,,,,,,,,,,,,,,,,,Earth Liberation Front (ELF),,,,,,Unknown,0,,,0,,0,1,9,Other,,,,,,,-9,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),8000,The group set fire to a pay loader and a dump truck.,0,,,,,,,,,,,,,,,,,"Andy Geller, “FBI Storms L.I. Home in Hunt for Eco Terrorists,” The New York Post, January 17, 2001.","Bob Kappstatter, “FBI Raids L.I. House in Terror Probe,” Daily News, January 17, 2001.","Robert E. Kessler, “Sources: 2nd Teens Home Raided,” Newsday, January 21, 2001.",CETIS,0,1,0,1,
2.00E+11,2001,1,18,,0,,217,United States,1,North America,Arizona,Scottsdale,33.494,-111.920694,1,0,,"1/18/2001: Arson was set to a luxury home under construction in the  McDowell Sonoran Preserve in Scottsdale, Arizona in the United States, causing significant damage.  There were no casualties in the incident, and the monetary extent of property damage is unknown.  The incident was claimed by the Coalition to Save the Preserves (CSP) in opposition of building and development in the preserved mountain area.  This incident was one in a series of 11 luxury home arsons in the Phoenix area between April 2000 and January 2001.  In June 2001, confessed eco-terrorist Mark Warren Sands was indicted for eight of the arson incidents, pled guilty, and in 2002, was sentenced to 18 years in prison for torching seven luxury homes under construction.",1,1,1,1,2,Other Crime Type,0,1,0,7,Facility/Infrastructure Attack,,,,,14,Private Citizens & Property,76,House/Apartment/Residence,private residence,"private home in Scottsdale, in the  McDowell Sonoran Preserve area in AZ",217,United States,,,,,,,,,,,,,,,,,Coalition to Save the Preserves (CSP),,,,,,Allegedly in opposition of housing sprawl in the Phoenix Desert Mountain Preserve and the McDowell Sonoran Preserve,1,,,0,1,1,1,9,Other,,,,,,,,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,,0,0,0,0,0,0,1,4,Unknown,,"collectively, all eight arsons caused an estimated $5 million in damages",0,,,,,,,0,,,,,,,,,"Letters sent to media, homeowners and contractors, and messages on construction sites of several of the arsons claimed responsibility in the name of CSP, stating that ""God's work had to be done."" However, during the Federal Grand Jury indictment, prosecutors maintained that Sands committed the acts for his own twisted reasons and the he fabricated letters and claims from the CSP to carry out his plot.  Sands still maintained that he was against development of preserved areas, but also that he ""knew how to sell it,"" ""knew what a god media story was, and ""there was a sense of power"" behind the string of incidents that the media fed on.  The true motives appear to be a combination of personal reasons and to make a broader environmental message, but they remain unknown.  The FBI investigation determined that Sands did in fact fabricate the CSP. The victims of the incidents were fearful or recurring arsons, and according to sources, Sands still  terrorized the community to portray a broader message.","FBI, ""Terrorism 2000/2001,""FBI, DOJ, 2001.","Scott Thomsen, ""Man accused in mountain preserve arsons pleads guilty,"" Associated Press State & Local Wire, November 7, 2001.","""List of Fires in Federal Indictment,"" Associated Press State & Local Wire, June 15, 2001.",Eco Project 2010,0,0,0,0,
2.00E+11,2001,1,23,,0,,217,United States,1,North America,California,Capitola,36.974796,-121.953457,1,0,"outside Capitola City Hall, in Capitola, CA","01/23/2001: Two men associated with the Animal Liberation Front, Peter Schnell and Matthew Whyte, were caught and arrested during their attempt to make and light incendiary devices outside of Capitola City Hall in Capitola, California in the United States, in an attempt to target City Hall.  In the parking lot outside City Hall, the perpetrators were about to assemble incendiaries using 18 Magic Re-Light candles, 11 plastic one-gallon containers and enough gasoline to fill all 11 containers, until they were stopped and caught by police.  Additionally, five containers of gasoline were found in Whyte's car at the time.  There were no damages, nor injuries in this incident.",1,1,1,0,,,0,0,0,7,Facility/Infrastructure Attack,,,,,2,Government (General),21,Government Building/Facility/Office,Capitola City Hall,"Capitola City Hall of Capitola, CA",217,United States,,,,,,,,,,,,,,,,,Animal Liberation Front (ALF),,,,,,The specific motive is unknown.,1,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,,,,,"18 Magic Re-Light candles, 11 plastic one-gallon containers and enough gasoline to fill all 11 containers to be used to make incendiary devices",0,0,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,"Thought the attempted attack was not claimed by ALF,  the perpetrators were affiliated with the group. The men were caught in the parking lot of the Capitola City Hall at about 1:00am. The men pled guilty to possession of unregistered destructive devices and faced up to 10 years in prison and a fine of $250,000.","""Two men plead guilty to possessing unregistered firearms,"" San Jose Mercury News, October 18, 2001.","Henry K. Lee, ""Arrest in Alleged FBI Bomb Threat; 2 others charged with possessing explosives,"" San Francisco Chronicle, February 16, 2001.","""News briefs from California's Central Coast,"" Associated Press Sate & Local Wire, October 17, 2001.",Eco Project 2010,0,1,0,1,
2.00E+11,2001,1,28,,0,,217,United States,1,North America,Michigan,Kalamazoo,42.291957,-85.587437,1,0,,"1/28/2001: Unknown perpetrators ignited a fire at the Planned Parenthood of South Central Michigan in Kalamazoo, Michigan, United States.  There were no casualties, but the abortion clinic sustained $1,000 in damages.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,5,Abortion Related,40,Clinics,Planned Parenthood,Planned Parenthood of South Central Michigan's Kalamazoo clinic,217,United States,,,,,,,,,,,,,,,,,Anti-Abortion extremists,,,,,,To protest the practice of abortion and to sabotage abortion facilities operating in Michigan.,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,,,,,Facility doused with oil fuel that was ignited on fire,0,0,0,0,0,0,1,3,Minor (likely < $1 million),1000,Serious damage to facility,0,,,,,,,0,,,,,,,,,"Fifteen years earlier, arsonists destroyed the same abortion clinic (198612010004).","Claudia Kolker, ""Bush Policy Ignites Both Sides of Abortion Issue,"" Los Angeles Times, February 4, 2001.","The Security Group, ""2001 Chronicle of Clinic Violence & Harassment,"" Planned Parenthood Federation of America, Inc.",,Anti-Abortion Project 2010,-9,-9,0,-9,
2.00E+11,2001,2,20,,0,,217,United States,1,North America,California,Visalia,36.33377,-119.292914,1,0,,"02/20/2001: The Earth Liberation Front (ELF) claimed responsibility for setting fire to a cotton gin, owned by Delta & Pine Land Company, the largest seller and developer of transgenic cotton in the U.S.A.. The attack took place in Visalia, California when unknown perpetrators cut through a padlocked door, placed five gallon buckets of gasoline inside and set the cotton gin alight. ELF said that they perpetrated the attack to rid the environment of genetically altered cotton. In a written statement, the group wrote, ""we choose this warehouse because it contained massive quantities of transgenic cotton seek in storage. But now, this seed will no longer exist to contaminate the environment, enrich a sick corporation or contribute to its warped research programs."" Authorities are unsure if ELF is truly responsible or if they are just taking credit for the incident.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,9,Farm/Ranch,Delta & Pine Land Company,"A cotton gin owned by the Delta & Pine Land Company in Visalia, California",217,United States,,,,,,,,,,,,,,,,,Earth Liberation Front (ELF),,,,,,The perpetrators were protesting the use of transgenic cotton.,0,,,0,,0,1,4,E-mail,,,,,,,-9,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,,0,,,,,,,,,,,,,,,,,"""Eco-terrorism group claims Tulare attack Fire may be radical ELF's first state foray,"" Sacramento Bee, March 4, 2001.",,,CETIS,0,1,0,1,
2.00E+11,2001,3,2,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1,0,,"03/02/2001: The Animal Liberation Front (ALF) claimed responsibility for placing two Molotov Cocktails under a delivery truck that belonged to Shaller & Weber, a meatpacking plant in Astoria, New York U.S.A. One of the devices fizzled while the other failed to ignite at all. Damages caused only totaled about $135. The group claims that the attack was carried out in support of Long Island animal and environmental activists. In a written statement, the group writes, ""The ALF activists have taken this action against the meat industry to continue their campaign of economic sabotage against all companies who profit from the misery, torture and death inflicted upon animals in the name of profit.""",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,1,Business,5,Industrial/Textiles/Factory,Shaller & Weber Meatpackers,"Delivery Trucks belonging to Shaller & Weber Meatpackers in Astoria, New York",217,United States,,,,,,,,,,,,,,,,,Animal Liberation Front (ALF),,,,,,Unknown,0,,,0,,0,1,1,Letter,,,,,,,-9,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),135,,0,,,,,,,,,,,,,,,,,"Warren Woodbury, ""Animal Activists Claim Truck Fire,"" Daily News, March 6 2001.","""ALF Claims Fire Attack On Meat Trucks,"" Frontline Information Service, March 5, 2001.",,CETIS,0,1,0,1,
2.00E+11,2001,3,30,,0,,217,United States,1,North America,Oregon,Eugene,44.043266,-123.061512,1,0,"at the Romania Chevrolet Truck Center lot at 1425 Walnut Street in Eugene, OR","3/30/2001: Five members of the Animal and Earth Liberations Fronts (ALF and ELF),  Stanislas Meyerhoff, Kevin Tubbs, William Rodgers, Nathan Block, and Joyanna Zacher, used an incendiary device and fuel soaked cloths to set arson to the Romania Chevrolet Truck Center lot in Eugene, Oregon in the United States, causing damage to 35 sport utility vehicles (SUVs), all 2001 Chevrolet Suburbans or Tahoes.  The total property loss was $959,000.  There were no casualties in the incident.  The site was chosen as a “statement of defiance,” in honor of Jeffrey Luers, another environmentalist, who had been charged for an earlier arson at the same location.  The perpetrators sent out an anonymous communiqué (making no reference of ELF), claiming responsibility for the arson, speaking out against the prison system, and stating, ""the techno-industrial state thinks it can stop the growing resistance by jailing some of us, but they cannot jail the spirit of those who know another world is possible.""  The perpetrators were part of a group calling themselves ""The Family,"" which committed nearly 20 arson and ecotage attacks over a 6 year period.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,4,Multinational Corporation,Romania Chevrolet Truck Center,sport utility vehicles at the Romania Chevrolet Truck Center lot,217,United States,,,,,,,,,,,,,,,,,Earth Liberation Front (ELF),The Family,Animal Liberation Front (ALF),The Family,,,"The site was chosen as a “statement of defiance,” in honor of Jeffrey Luers, another environmentalist, who had been charged for an earlier arson at the same location; to speak out against the prison system",0,0,,0,5,5,1,1,Letter,0,,,,,,,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,,,,,"more than 20 two-gallon containers filled with gasoline and sheets of cloth soaked in gasoline, joining the vehicles",0,0,0,0,0,0,1,3,Minor (likely < $1 million),959000,destroyed 35 SUVs,0,,,,,,,0,,,,,,,,,"The incident occurred at approximately 2:40 a.m. The communiqué made no reference to ELF or ALF, but it was discovered through court documents that the perpetrators who committed the incident were part of a group calling themselves ""The Family, ""which was made up of members of both ELF and ALF, and various combinations of members from the group committed nearly 20 arson and ecotage attacks over a 6 year period.  Tubbs was sentenced to 12 years and 7 months in prison, Meyerhoff was sentenced to 13 years in prison, Block and Zacher were each sentenced to 92 months in prison, and William Rodgers committed suicide while in custody awaiting transportation back to Oregon.","U.S. Government’s Sentencing Memorandum for CR 06-60069, CR 06-60070, CR 06-60071, CR 06-60078, CR 06-60079, CR 06-60080, CR 06-60120, CR 06-60122, CR 06-60123, CR 06-60124, CR06-60125, and CR 06-60126. U.S. District Court: District of Oregon, Eugene, 2007.","FBI, ""Terrorism 2000/2001,""FBI, DOJ, 2001.","Legal Affairs Editors, ""Animal Liberation Front and Earth Liberation Front Members Sentenced in Oregon for Acts of Eco-Terrorism in Five Western States,"" PR Newswire Association LLC,  Public Interest Services, June 5, 2007.",Eco Project 2010,0,1,0,1,
2.00E+11,2001,4,4,,0,,217,United States,1,North America,Minnesota,Albertville,45.238255,-93.65305,1,0,,"04/04/2001: The Earth Liberation Front (ELF) claimed responsibility for attempting to set a Nike shoe outlet on fire in Albertville, Minnesota, U.S.A. Authorities discovered several milk jugs filled with gasoline on the roof of the building and evacuated the premises. The fire had failed to ignite and no damages or injuries were caused. ELF stated that it targeted the Nike store because of ""treacherous conditions"" at Nike plants around the world and because of the company's role in globalization of trade.",1,1,1,0,,,0,0,0,7,Facility/Infrastructure Attack,,,,,1,Business,4,Multinational Corporation,Nike Corporation,"A Nike outlet in Alberteville, Minnesota",217,United States,,,,,,,,,,,,,,,,,Earth Liberation Front (ELF),,,,,,The perpetrators were protesting Nike's exploitation of overseas labor.,0,,,0,,0,1,10,Unknown,,,,,,,-9,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,,,,,Milk jugs filled with gasoline were used in the attack.,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,"The ELF communique demanded that Nike close all its ""sweatshop"" factories and return the profits to local communities or face further acts of violence.","""ELF claims attempted arson attack on Minnesota Nike store,"" The Associated Press, April 5, 2001.","""ELF attempt to burn down Nike Outlet store,"" The Ashville Global Report, April 12-18, 2001.",,CETIS,0,1,0,1,
2.00E+11,2001,4,5,,0,,217,United States,1,North America,Washington,Arlington,48.194295,-122.126414,1,0,,"04/05/2001: Unidentified perpetrator(s) set at least three fires at the National Food Corporation egg farm in Arlington, Washington in the United States. The arson cause $1.5 million in damages, but there were no casualties in the incident.  In a memo sent out a year later, an Animal Liberation Front spokesman released a year-end list of arsons, laboratory attacks and other illegal acts he says were committed in the name of saving animals and the environment, and this incident is mentioned in the report.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,5,Industrial/Textiles/Factory,National Food Corporation,"National Food Corporation, egg-processing plant in Arlington, Washington",217,United States,,,,,,,,,,,,,,,,,Animal Liberation Front (ALF),,,,,,The act was committed in the name of saving animals and the environment.,1,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,,0,0,0,0,0,0,1,2,Major (likely >= $1 million but < $1 billion),1500000,,0,,,,,,,0,,,,,,,,,,"""Three-alarm fire burns egg-processing plant; no injuries reported,"" Associated Press State & Local Wire, April 5, 2001.","Ha Bernton, ""Eco-Terrorists Release List of Targets in 2001,"" Seattle Times, January 16, 2002.","""Police searching for vandals,"" Associated Press State & Local Wire, July 14, 2001.",Eco Project 2010,0,1,0,1,
2.00E+11,2001,4,15,,0,,217,United States,1,North America,Oregon,Portland,45.511795,-122.675629,1,0,,"04/14/2001: The Earth Liberation Front (ELF) claimed responsibility for setting fire to three cement trucks that belonged to the Ross Island Sand & Gravel Company, in Portland, Oregon U.S.A. The attack was perpetrated, according to the group, to protest the company's mining of a 40-acre site in the Columbia River Gorge. The fire was started when four containers of gasoline were lit with a timing device. The damages totaled over $210,000. In their written communiqué, the group states, ""Let this be a warning to all the greedy corporations who exploit our Earth's natural resources."" In October of 2002, two men, Jacob Sherman and Michael Scarpitti, were arrested in connection with this arson attack and another that took place in June 2001, which targeted a logging company is Estacada.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,5,Industrial/Textiles/Factory,Ross Island Sand & Gravel Company,"Three cement mixing trucks belonging to the Ross Island Sand & Gravel Company in Portland, Oregon",217,United States,,,,,,,,,,,,,,,,,Earth Liberation Front (ELF),,,,,,The perpetrators were protesting the company's mining of a 40-acre site in the Columbia River Gorge.,0,,,0,2,2,1,1,Letter,,,,,,,-9,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,,,,,Four containers of gasoline were lit via a time device.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),210000,,0,,,,,,,,,,,,,,,,,"William McCall, ""Two men indicted in ELF arson attack,"" The Associated Press, October 19, 2002.",,,CETIS,0,1,0,1,
2.00E+11,2001,5,5,,0,,217,United States,1,North America,Texas,West Lake Hills,30.297774,-97.801914,1,0,"at the Cortona construction site in West Lake Hills, TX","05/05/2001: Unknown perpetrator(s) set fire to a backhoe loader at the Cortona construction site in West Lake Hills, Texas, in the United States, causing $82,000 in damage.  The perpetrator(s) cut a hole into the seat of the backhoe, filled it with flammable liquid, and then ignited it.  Additionally, a note on a portable toilet, accused the developer of ""cutting down a forest so that you can have more money than any one man needs.""  There were no casualties in the incident.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,12,Construction,Cortona construction site,"backhoe loader at Cortona construction site in West Lake Hills, TX",217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,To protest the development of 37 acres of thick cedar woods in the middle of town.,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,,,,,flammable liquid,0,0,0,0,0,0,1,3,Minor (likely < $1 million),82000,backhoe loader destroyed,0,,,,,,,0,,,,,,,,,"The perpetrator of the incident is unknown, but some nearby home owners believed it may have been one of the neighbors, as many were against the development of the land.","Stephen Scheibal, ""Raising a stink in West Lake Hills; A burned backhoe and a toilet manifesto are signs of discontent over development,"" Austin American-Statesman, May 16, 2001.",,,Eco Project 2010,-9,-9,0,-9,
2.00E+11,2001,5,21,,0,,217,United States,1,North America,Oregon,Clatskanie,46.103654,-123.204304,1,0,"at Jefferson Poplar Farm at 79114 Collins Road five miles north of Clatskanie, OR","05/21/2001: Five members of the Animal and Earth Liberations Fronts (ALF and ELF),  Stanislas Meyerhoff, Suzanne Savoie, Daniel McGowan, Nathan Block, and Joyanna Zacher, destroyed two buildings, a trailer, and a total of 18 vehicles, in an arson they set using time-delayed incendiary devices, at Jefferson Poplar Farms just outside of Clatskanie, Oregon in the United States.  In addition to the two devices which ignited outside the destroyed buildings, three more incendiaries failed to function at a third building.  A storage building near by was spray painted with the words, ""ELF,"" and “YOU CANNOT CONTROL WHAT IS WILD!""  The total property loss was $994,412.  There were no casualties in the incident.  The perpetrators sent out a communiqué, claiming the incident in the name of ELF, and stating Jefferson Poplar Farm was targeted ""because hybrid poplars are an ecological nightmare threatening native biodiversity in the ecosystem. Our forests are being liquidated and replaced with monocultured tree farms so greedy, earth raping corporations can make more money.""  This incident was one in a series of two on the same day, the second arson targeting the University of Washington's Horticulture Center in Seattle (52101).  The perpetrators were part of a group calling themselves ""The Family,"" which committed nearly 20 arson and ecotage attacks over a 6 year period.",1,1,1,0,,,1,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,9,Farm/Ranch,Jefferson Poplar Farms,"buildings and vehicles at a farm which harvested hybrid poplar and cottonwood trees to be used in the manufacture of paper, outside Clatskanie, OR",217,United States,,,,,,,,,,,,,,,,,Earth Liberation Front (ELF),The Family,Animal Liberation Front (ALF),The Family,,,"The farm harvested trees used in the manufacture of paper-trees which the perpetrators believed were an ""ecological nightmare threatening native biodiversity in the ecosystem.""",0,0,,0,5,5,1,1,Letter,0,,,,,,,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,,,,,"buckets of fuel, timing devices, and gasoline-soaked cloth sheets to connect the vehicles",0,0,0,0,0,0,1,3,Minor (likely < $1 million),994412,"destroyed two buildings, a trailer, and 18 vehicles",0,,,,,,,0,,,,,,,,,"The incident occurred at about 2:23 a.m., and was one in a series of two attacks on this day.  The second was an arson at the Horticulture Center at the University of Washington in Seattle.  The perpetrators were part of a group calling themselves ""The Family, ""which was made up of members of both ELF and ALF, and various combinations of members from the group committed nearly 20 arson and ecotage attacks over a 6 year period.  Meyerhoff was sentenced to 13 years in prison, Savoie was sentenced to 4 years and 3 months, McGowan to 7 years, and Block and Zacher were each sentenced to 92 months in prison, for their respective involvement in various incidents over the course of the 6 years.","U.S. Government’s Sentencing Memorandum for CR 06-60069, CR 06-60070, CR 06-60071, CR 06-60078, CR 06-60079, CR 06-60080, CR 06-60120, CR 06-60122, CR 06-60123, CR 06-60124, CR06-60125, and CR 06-60126. U.S. District Court: District of Oregon, Eugene, 2007.","FBI, ""Terrorism 2000/2001,""FBI, DOJ, 2001.","Legal Affairs Editors, ""Animal Liberation Front and Earth Liberation Front Members Sentenced in Oregon for Acts of Eco-Terrorism in Five Western States,"" PR Newswire Association LLC,  Public Interest Services, June 5, 2007.",Eco Project 2010,0,1,0,1,"200105210006, 200105210007"
2.00E+11,2001,5,21,,0,,217,United States,1,North America,Washington,Seattle,47.610786,-122.331306,1,0,"at the Horticulture Center at the University of Washington in Seattle, WA","05/21/2001: Five members of the Animal and Earth Liberations Fronts (ALF and ELF),  William Rodgers, Justin Solondz, Briana Waters, Jennifer Kolar, and Lacey Phillabaum, used timed incendiary devices to set arson to Merrill Hall, housing the Center for Urban Horticulture at the University of Washington in Seattle, Washington in the United States.  The arson destroyed the building due to extensive interior damage, and the entire structure and its contents sustained extensive heat, charring, smoke, and water damage.  The total property loss was $3,312,434.  There were no casualties in the incident.  The perpetrators sent out a communiqué, claiming the incident in the name of ELF, and stating that they targeted the office of Professor Bradshaw, where remnants of one incendiary were found, because of his research on the genetic engineering of poplar trees, and admitted that the attack was coordinated with the arson at Jefferson Poplar Farms in Oregon a few hours earlier on the same day (521012).  The perpetrators were part of a group calling themselves ""The Family,"" which committed nearly 20 arson and ecotage attacks over a 6 year period.",1,1,1,0,,,1,1,0,7,Facility/Infrastructure Attack,,,,,8,Educational Institution,48,Teacher/Professor/Instructor,University of Washington Center for Urban Horticulture,"office of Professor Bradshaw at Merrill Hall, housing the University of Washington's Center for Urban Horticulture",217,United States,,,,,,,,,,,,,,,,,Earth Liberation Front (ELF),The Family,Animal Liberation Front (ALF),The Family,,,The cell targeted Professor Bradshaw at the Horticulture Center because of his research on the genetic engineering of poplar trees.,0,0,,0,5,4,1,1,Letter,0,,,,,,,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,,,,,Five-gallon containers filled with gasoline and electronic timers,0,0,0,0,0,0,1,2,Major (likely >= $1 million but < $1 billion),3312434,destroyed building,0,,,,,,,0,,,,,,,,,"The incident occurred at about 3:20 a.m. and was one in a series of two attacks on this day.  The second was an arson at Jefferson Poplar Tree Farm in Oregon, just a few hours earlier.  The perpetrators were part of a group calling themselves ""The Family, ""which was made up of members of both ELF and ALF, and various combinations of members from the group committed nearly 20 arson and ecotage attacks over a 6 year period.  William Rodgers was arrested for his involvement in this and other incidents with The Family, but he committed suicide in his jail call while awaiting transport;  Justin Solondz remained fugitive as of 2008; Briana Waters was sentenced to six years in prison, Jennifer Kolar was sentenced to five years in prison, and Lacey Phillabaum to three years in prison, for their respective roles in this incident.","U.S. Government’s Sentencing Memorandum for CR 06-60069, CR 06-60070, CR 06-60071, CR 06-60078, CR 06-60079, CR 06-60080, CR 06-60120, CR 06-60122, CR 06-60123, CR 06-60124, CR06-60125, and CR 06-60126. U.S. District Court: District of Oregon, Eugene, 2007.","FBI, ""Terrorism 2000/2001,""FBI, DOJ, 2001.","Paul Shukovsky, ""3-Year Prison Term for Arson at UW/ Activist Apologizes:' I acted as a bully and a tyrant,'"" Seattle Post-Intelligencer, August 20, 2008.",Eco Project 2010,0,1,0,1,"200105210007, 200105210006"
2.00E+11,2001,6,1,,0,,217,United States,1,North America,Oregon,Estacada,45.285772,-122.334678,1,0,,"06/01/2001: Two or three logging trucks, that belonged to the Ray Schoppert Logging Company, were set on fire by environmentalists in Estacada, Oregon U.S.A. The fires were started when milk jugs filled with gasoline were set alight. The attack came the night before the company was to begin cutting trees from the Eagle Creek logging site. An alert Schoppert company employee noticed the fire.  In August 2002, four men were indicted in connection with this attack. Authorities believe that this attack was linked with a similar incident in April 2001 that took place at Ross Island Sand & Gravel in Portland, Oregon. They also believe that the perpetrators may have links to the Earth Liberation Front (ELF) and/or the Animal Liberation Front (ALF).",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,5,Industrial/Textiles/Factory,Ray Schoppert Logging Company,"Logging trucks belonging to Ray Schoppert Logging Company in Estacada, Oregon",217,United States,,,,,,,,,,,,,,,,,Earth Liberation Front (ELF),,Animal Liberation Front (ALF),,,,Unknown,1,1,,0,,0,0,,,0,,,,,,,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,,,,,Milk jugs filled with gasoline were used to start the fire.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),50000,,0,,,,,,,,,,,,,,,,,"""Three logging trucks torched in Oregon,"" The Associated Press, June 2, 2001.","""Activism or Arson,"" The Portland Mercury, August 22-28, 2002.",,CETIS,0,1,0,1,
2.00E+11,2001,6,11,,0,,217,United States,1,North America,Washington,Tacoma,47.255135,-122.441654,1,0,,"06/11/2001: A medical clinic in Tacoma, Washington, U.S.A. where abortions are performed was bombed, causing damage but injuring no one. The doctor is Tacoma's only private physician who openly performs abortions; he had been threatened in the past.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,5,Abortion Related,40,Clinics,Clinic of Dr. Doug Attig,Dr. Doug Attig's clinic in Tacoma,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0,,,0,,0,0,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,A wall of the facility was destroyed and debris fell from the building’s overhang.  Cars parked nearby sustained minor damage as well.,0,,,,,,,,,,,,,,,,,"""Washington Abortion Doctors Office Bombed,"" Tacoma News Tribune, June 12, 2001.","""Blast at US abortion clinic,"" TCM Breaking News, June 12, 2001.",,CETIS,-9,-9,0,-9,
